step,loss,learning_rate,elapsed_s
480,2.110955,2.87e-04,2941.7
481,2.098980,2.88e-04,2947.8
482,2.040803,2.89e-04,2953.9
483,2.013587,2.89e-04,2960.1
484,2.087250,2.90e-04,2966.2
485,2.079028,2.90e-04,2972.3
486,2.090596,2.91e-04,2978.5
487,2.071240,2.92e-04,2984.6
488,2.196031,2.92e-04,2990.7
489,2.109590,2.93e-04,2996.8
490,2.132658,2.93e-04,3003.0
491,2.124520,2.94e-04,3009.1
492,2.084849,2.95e-04,3015.2
493,2.160025,2.95e-04,3021.4
494,2.006531,2.96e-04,3027.5
495,2.086091,2.96e-04,3033.6
496,2.078791,2.97e-04,3039.7
497,2.162140,2.98e-04,3045.9
498,2.131988,2.98e-04,3052.1
499,2.103521,2.99e-04,3058.2
500,2.039857,2.99e-04,3064.4
501,2.084940,3.00e-04,3070.6
502,2.053454,3.00e-04,3076.7
503,2.053160,3.00e-04,3082.8
504,2.104923,3.00e-04,3088.9
505,2.055474,3.00e-04,3095.1
506,2.140010,3.00e-04,3101.2
507,2.074752,3.00e-04,3107.4
508,2.117180,3.00e-04,3113.6
509,2.112761,3.00e-04,3119.7
510,2.247648,3.00e-04,3125.9
511,2.065938,3.00e-04,3132.1
512,2.036717,3.00e-04,3138.2
513,2.205580,3.00e-04,3144.4
514,2.059924,3.00e-04,3150.6
515,2.045005,3.00e-04,3156.7
516,2.110681,3.00e-04,3162.9
517,2.052054,3.00e-04,3169.1
518,2.057495,3.00e-04,3175.3
519,2.052484,3.00e-04,3181.5
520,2.123013,3.00e-04,3187.6
521,2.144734,3.00e-04,3193.8
522,2.114786,3.00e-04,3199.9
523,2.047946,3.00e-04,3206.0
524,2.087736,3.00e-04,3212.2
525,2.027142,3.00e-04,3218.3
526,2.121862,3.00e-04,3224.4
527,2.111813,3.00e-04,3230.5
528,2.189197,3.00e-04,3236.6
529,2.210826,3.00e-04,3242.8
530,2.053523,3.00e-04,3248.9
531,2.078497,3.00e-04,3255.0
532,2.112460,3.00e-04,3261.2
533,2.142718,3.00e-04,3267.3
534,2.041489,3.00e-04,3273.4
535,2.147766,3.00e-04,3279.6
536,2.159625,3.00e-04,3285.7
537,2.050186,3.00e-04,3291.8
538,2.109621,3.00e-04,3297.9
539,2.108664,3.00e-04,3304.1
540,2.052386,3.00e-04,3310.2
541,2.188338,3.00e-04,3316.4
542,2.099094,3.00e-04,3322.5
543,2.100534,3.00e-04,3328.7
544,2.097843,3.00e-04,3334.8
545,2.065837,3.00e-04,3341.0
546,2.085023,3.00e-04,3347.1
547,2.111414,3.00e-04,3353.2
548,2.128303,3.00e-04,3359.3
549,2.095268,3.00e-04,3365.4
550,2.137181,3.00e-04,3371.5
551,2.152533,3.00e-04,3377.7
552,2.103714,3.00e-04,3383.8
553,2.061337,3.00e-04,3389.9
554,2.080234,3.00e-04,3396.0
555,2.050230,3.00e-04,3402.2
556,2.083629,3.00e-04,3408.3
557,2.110584,3.00e-04,3414.4
558,2.146719,3.00e-04,3420.6
559,2.012245,3.00e-04,3426.7
560,2.200779,3.00e-04,3432.8
561,2.144501,3.00e-04,3438.9
562,2.099555,3.00e-04,3445.1
563,2.060767,3.00e-04,3451.2
564,2.061146,3.00e-04,3457.3
565,2.155930,3.00e-04,3463.5
566,2.119530,3.00e-04,3469.6
567,2.148933,3.00e-04,3475.7
568,2.064752,3.00e-04,3481.9
569,2.079660,3.00e-04,3488.0
570,2.077319,3.00e-04,3494.2
571,2.161460,3.00e-04,3500.3
572,2.185894,3.00e-04,3506.4
573,2.143456,3.00e-04,3512.5
574,2.013560,3.00e-04,3518.6
575,2.081726,3.00e-04,3524.8
576,2.091875,3.00e-04,3530.9
577,2.104664,3.00e-04,3537.0
578,2.083863,3.00e-04,3543.2
579,2.146564,3.00e-04,3549.3
580,2.091650,3.00e-04,3555.4
581,2.156739,3.00e-04,3561.5
582,2.117677,3.00e-04,3567.7
583,2.097582,3.00e-04,3573.8
584,2.111656,3.00e-04,3579.9
585,2.072232,3.00e-04,3586.0
586,2.055182,3.00e-04,3592.2
587,2.082563,3.00e-04,3598.3
588,2.079728,3.00e-04,3604.4
589,2.018781,3.00e-04,3610.6
590,2.052457,3.00e-04,3616.7
591,2.110849,3.00e-04,3622.8
592,2.134561,3.00e-04,3629.0
593,2.010787,3.00e-04,3635.1
594,2.006405,3.00e-04,3641.2
595,2.063545,3.00e-04,3647.3
596,2.019794,3.00e-04,3653.5
597,2.050303,3.00e-04,3659.6
598,2.017787,3.00e-04,3665.7
599,2.033693,3.00e-04,3671.8
600,2.128927,3.00e-04,3678.0
601,2.155286,3.00e-04,3684.1
602,2.120868,3.00e-04,3690.2
603,2.097318,3.00e-04,3696.4
604,2.157442,3.00e-04,3702.5
605,2.102253,3.00e-04,3708.6
606,2.096367,3.00e-04,3714.7
607,2.180508,3.00e-04,3720.9
608,2.125377,3.00e-04,3727.0
609,2.057817,3.00e-04,3733.2
610,2.112608,3.00e-04,3739.3
611,2.081506,3.00e-04,3745.4
612,2.001016,3.00e-04,3751.6
613,2.100993,3.00e-04,3757.7
614,2.022586,3.00e-04,3763.8
615,2.115628,3.00e-04,3770.0
616,2.135994,3.00e-04,3776.1
617,1.982793,3.00e-04,3782.2
618,2.043596,2.99e-04,3788.3
619,2.085284,2.99e-04,3794.4
620,2.092142,2.99e-04,3800.6
621,2.138133,2.99e-04,3806.7
622,2.092395,2.99e-04,3812.8
623,2.037797,2.99e-04,3819.0
624,2.158439,2.99e-04,3825.0
625,2.104369,2.99e-04,3831.2
626,2.102070,2.99e-04,3837.3
627,2.072702,2.99e-04,3843.4
628,2.078959,2.99e-04,3849.6
629,2.022547,2.99e-04,3855.7
630,2.061212,2.99e-04,3861.8
631,2.128510,2.99e-04,3867.8
632,2.078706,2.99e-04,3874.0
633,2.159120,2.99e-04,3880.1
634,2.086377,2.99e-04,3886.2
635,2.181207,2.99e-04,3892.4
636,2.051482,2.99e-04,3898.5
637,2.091249,2.99e-04,3904.6
638,2.044247,2.99e-04,3910.7
639,2.056704,2.99e-04,3916.8
640,2.146260,2.99e-04,3923.0
641,2.141695,2.99e-04,3929.1
642,2.112798,2.99e-04,3935.2
643,2.131411,2.99e-04,3941.3
644,2.125062,2.99e-04,3947.5
645,2.187453,2.99e-04,3953.6
646,2.021050,2.99e-04,3959.7
647,2.105693,2.99e-04,3965.8
648,2.149066,2.99e-04,3972.0
649,2.057469,2.99e-04,3978.1
650,2.111057,2.99e-04,3984.2
651,2.109628,2.99e-04,3990.3
652,2.191374,2.99e-04,3996.5
653,2.075671,2.99e-04,4002.8
654,2.121717,2.99e-04,4009.0
655,2.086922,2.99e-04,4015.1
656,2.066846,2.99e-04,4021.3
657,2.057375,2.99e-04,4027.4
658,2.025374,2.99e-04,4033.5
659,2.068225,2.99e-04,4039.7
660,2.149800,2.99e-04,4045.8
661,2.083181,2.99e-04,4051.9
662,2.104384,2.99e-04,4058.1
663,2.027020,2.99e-04,4064.2
664,2.099463,2.99e-04,4070.3
665,2.001646,2.99e-04,4076.5
666,2.090059,2.99e-04,4082.6
667,2.023075,2.99e-04,4088.7
668,2.046833,2.99e-04,4094.9
669,1.962421,2.99e-04,4101.1
670,2.075809,2.99e-04,4107.2
671,2.063223,2.99e-04,4113.3
672,2.080239,2.99e-04,4119.4
673,2.075221,2.99e-04,4125.6
674,2.102052,2.99e-04,4131.7
675,2.078345,2.99e-04,4137.8
676,2.063066,2.99e-04,4144.0
677,2.090846,2.99e-04,4150.1
678,2.107947,2.99e-04,4156.2
679,2.001298,2.99e-04,4162.4
680,2.073620,2.99e-04,4168.5
681,2.172729,2.99e-04,4174.6
682,2.102159,2.99e-04,4180.7
683,2.098155,2.99e-04,4186.8
684,2.110259,2.99e-04,4192.9
685,2.129836,2.99e-04,4199.1
686,2.060918,2.99e-04,4205.2
687,2.155323,2.99e-04,4211.3
688,2.092573,2.99e-04,4217.4
689,2.069434,2.99e-04,4223.6
690,2.009895,2.99e-04,4229.7
691,2.033445,2.99e-04,4235.8
692,2.074517,2.99e-04,4241.9
693,2.012146,2.99e-04,4248.1
694,2.061189,2.99e-04,4254.2
695,2.136273,2.99e-04,4260.3
696,2.094268,2.99e-04,4266.5
697,2.097206,2.99e-04,4272.6
698,2.093325,2.99e-04,4278.7
699,2.070475,2.99e-04,4284.8
700,2.158232,2.99e-04,4291.0
701,2.076987,2.99e-04,4297.1
702,2.078463,2.99e-04,4303.2
703,2.098735,2.99e-04,4309.4
704,2.142604,2.98e-04,4315.5
705,2.108235,2.98e-04,4321.6
706,2.097966,2.98e-04,4327.8
707,2.068119,2.98e-04,4333.9
708,2.053205,2.98e-04,4340.0
709,2.031586,2.98e-04,4346.2
710,2.045111,2.98e-04,4352.3
711,2.132477,2.98e-04,4358.4
712,2.076952,2.98e-04,4364.6
713,2.073896,2.98e-04,4370.7
714,2.097483,2.98e-04,4376.8
715,2.095588,2.98e-04,4382.9
716,2.121228,2.98e-04,4388.9
717,2.113328,2.98e-04,4395.1
718,2.169520,2.98e-04,4401.2
719,2.001807,2.98e-04,4407.3
720,2.085636,2.98e-04,4413.5
721,2.102252,2.98e-04,4419.6
722,2.052947,2.98e-04,4425.7
723,2.031369,2.98e-04,4431.9
724,2.168499,2.98e-04,4438.0
725,2.099007,2.98e-04,4444.1
726,2.037478,2.98e-04,4450.2
727,2.111358,2.98e-04,4456.4
728,2.074723,2.98e-04,4462.6
729,2.059244,2.98e-04,4468.6
730,2.026214,2.98e-04,4474.8
731,2.107264,2.98e-04,4480.9
732,2.087288,2.98e-04,4487.1
733,2.157507,2.98e-04,4493.2
734,2.055675,2.98e-04,4499.3
735,2.112343,2.98e-04,4505.4
736,2.136445,2.98e-04,4511.5
737,2.005738,2.98e-04,4517.7
738,1.968026,2.98e-04,4523.8
739,1.997185,2.98e-04,4530.0
740,2.071379,2.98e-04,4536.1
741,2.055000,2.98e-04,4542.2
