step,loss,learning_rate,elapsed_s
485,0.625308,2.90e-04,5471.8
486,0.530843,2.91e-04,5483.3
487,0.622923,2.92e-04,5494.7
488,0.710027,2.92e-04,5505.8
489,0.848282,2.93e-04,5517.3
490,0.527637,2.93e-04,5528.5
491,0.408997,2.94e-04,5539.9
492,0.309406,2.95e-04,5550.8
493,0.511282,2.95e-04,5561.9
494,0.746492,2.96e-04,5573.1
495,0.679118,2.96e-04,5584.7
496,0.520409,2.97e-04,5595.8
497,0.434901,2.98e-04,5607.3
498,0.504298,2.98e-04,5619.0
499,0.806933,2.99e-04,5630.3
500,0.285483,2.99e-04,5641.5
501,0.381519,3.00e-04,5652.8
502,0.541126,3.00e-04,5663.8
503,0.472202,3.00e-04,5675.2
504,0.459998,3.00e-04,5686.3
505,0.813140,3.00e-04,5697.4
506,0.297339,3.00e-04,5708.8
507,0.395555,3.00e-04,5720.0
508,0.470327,3.00e-04,5731.4
509,0.485864,3.00e-04,5742.5
510,0.329443,3.00e-04,5754.0
511,0.464706,3.00e-04,5765.2
512,0.418999,3.00e-04,5776.5
513,0.800812,3.00e-04,5788.0
514,0.512527,3.00e-04,5799.1
515,0.395453,3.00e-04,5810.3
516,0.527370,3.00e-04,5821.5
517,0.708622,3.00e-04,5832.6
518,0.394597,3.00e-04,5843.6
519,0.432288,3.00e-04,5855.0
520,0.563046,3.00e-04,5866.4
521,0.603249,3.00e-04,5877.6
522,0.774308,3.00e-04,5888.9
523,0.785403,3.00e-04,5900.3
524,1.136942,3.00e-04,5911.8
525,0.679477,3.00e-04,5922.9
526,0.404332,3.00e-04,5934.6
527,0.879138,3.00e-04,5946.1
528,0.699292,3.00e-04,5957.1
529,0.364570,3.00e-04,5968.7
530,0.726344,3.00e-04,5979.6
531,0.491463,3.00e-04,5990.4
532,0.473790,3.00e-04,6001.8
533,0.373673,3.00e-04,6013.1
534,0.542387,3.00e-04,6024.3
535,0.407157,3.00e-04,6035.7
536,0.429333,3.00e-04,6047.1
537,0.552468,3.00e-04,6058.0
538,0.697954,3.00e-04,6069.2
539,0.617192,3.00e-04,6080.7
540,0.955112,3.00e-04,6091.7
541,0.464531,3.00e-04,6102.6
542,0.337729,3.00e-04,6114.3
543,0.760846,3.00e-04,6125.7
544,0.758612,3.00e-04,6136.9
545,0.377582,3.00e-04,6148.2
546,0.473284,3.00e-04,6159.7
547,0.413450,3.00e-04,6171.4
548,0.332606,3.00e-04,6182.1
549,0.347459,3.00e-04,6193.2
550,0.384405,3.00e-04,6204.1
551,0.603356,3.00e-04,6215.6
552,0.531392,3.00e-04,6226.7
553,0.334422,3.00e-04,6238.4
554,0.308790,3.00e-04,6249.3
555,0.697136,3.00e-04,6260.3
556,0.673453,3.00e-04,6271.6
557,0.521646,3.00e-04,6282.8
558,0.596141,3.00e-04,6294.0
559,0.313369,3.00e-04,6304.9
560,0.498183,3.00e-04,6316.2
561,0.511664,3.00e-04,6326.7
562,0.548283,3.00e-04,6338.2
563,0.741010,3.00e-04,6349.6
564,0.283604,3.00e-04,6361.0
565,0.797577,3.00e-04,6372.1
566,0.457394,3.00e-04,6383.0
567,0.611717,3.00e-04,6394.5
568,0.454442,3.00e-04,6405.7
569,0.316630,3.00e-04,6416.6
570,0.579921,3.00e-04,6428.3
571,0.662762,3.00e-04,6439.5
572,0.367641,3.00e-04,6450.3
573,0.357464,3.00e-04,6461.9
574,0.733691,3.00e-04,6473.2
575,0.859019,3.00e-04,6484.3
576,0.614475,3.00e-04,6495.0
577,0.661856,3.00e-04,6506.5
578,0.728750,3.00e-04,6517.9
579,0.335880,3.00e-04,6528.8
580,0.316525,3.00e-04,6540.2
581,0.513824,3.00e-04,6551.5
582,0.358852,3.00e-04,6562.7
583,0.460705,3.00e-04,6574.0
584,0.596589,3.00e-04,6585.5
585,0.458303,3.00e-04,6596.3
586,0.368683,3.00e-04,6607.8
587,0.510677,3.00e-04,6618.9
588,0.529744,3.00e-04,6629.6
589,0.308805,3.00e-04,6641.6
590,0.571533,3.00e-04,6652.6
591,0.378860,3.00e-04,6663.7
592,0.738192,3.00e-04,6674.9
593,0.730528,3.00e-04,6685.8
594,0.574753,3.00e-04,6697.3
595,0.375216,3.00e-04,6708.0
596,0.503153,3.00e-04,6719.5
597,0.444382,3.00e-04,6730.4
598,0.644127,3.00e-04,6741.4
599,0.449027,3.00e-04,6752.2
600,0.273800,3.00e-04,6763.7
601,0.411659,3.00e-04,6774.6
602,0.434778,3.00e-04,6785.8
603,0.375615,3.00e-04,6796.8
604,0.409497,3.00e-04,6808.2
605,0.603113,3.00e-04,6819.2
606,0.417542,3.00e-04,6830.4
607,0.266149,3.00e-04,6841.3
608,0.507431,3.00e-04,6852.6
609,0.714304,3.00e-04,6863.7
610,0.790132,3.00e-04,6874.9
611,0.468504,3.00e-04,6886.2
612,0.774010,3.00e-04,6897.1
613,0.483197,3.00e-04,6908.1
614,0.828270,3.00e-04,6919.3
615,0.375411,3.00e-04,6930.7
616,0.884982,3.00e-04,6941.8
617,0.532911,3.00e-04,6952.7
618,0.406969,2.99e-04,6964.3
619,0.516140,2.99e-04,6975.1
620,0.799875,2.99e-04,6986.4
621,0.368885,2.99e-04,6997.5
622,0.536673,2.99e-04,7009.1
623,0.445289,2.99e-04,7020.4
624,0.451949,2.99e-04,7031.4
625,0.522264,2.99e-04,7043.1
626,0.994240,2.99e-04,7053.9
627,0.644202,2.99e-04,7065.1
628,0.432518,2.99e-04,7076.3
629,0.532584,2.99e-04,7087.1
630,0.496745,2.99e-04,7098.3
631,0.963679,2.99e-04,7108.8
632,0.572285,2.99e-04,7120.2
633,0.566786,2.99e-04,7131.7
634,0.370179,2.99e-04,7142.6
635,0.464931,2.99e-04,7153.9
636,0.719953,2.99e-04,7164.3
637,0.475757,2.99e-04,7175.4
638,0.666307,2.99e-04,7186.6
639,0.307717,2.99e-04,7198.4
640,0.631915,2.99e-04,7209.1
641,0.443884,2.99e-04,7219.8
642,0.690964,2.99e-04,7231.3
643,0.839000,2.99e-04,7242.5
644,0.532208,2.99e-04,7253.4
645,0.341525,2.99e-04,7264.6
646,0.448473,2.99e-04,7275.5
647,0.525430,2.99e-04,7286.9
648,0.452128,2.99e-04,7297.8
649,0.532089,2.99e-04,7309.2
650,0.762431,2.99e-04,7320.5
651,0.317043,2.99e-04,7330.9
652,0.437825,2.99e-04,7342.0
653,0.455797,2.99e-04,7353.1
654,0.321437,2.99e-04,7364.6
655,0.326131,2.99e-04,7375.8
656,0.576291,2.99e-04,7386.8
657,0.273442,2.99e-04,7397.8
658,0.431686,2.99e-04,7409.0
659,0.506353,2.99e-04,7419.5
660,0.773570,2.99e-04,7430.8
661,0.451389,2.99e-04,7442.4
662,0.504534,2.99e-04,7453.2
663,0.781844,2.99e-04,7464.1
664,0.425307,2.99e-04,7475.3
665,0.709476,2.99e-04,7486.5
666,0.517374,2.99e-04,7497.7
667,0.612475,2.99e-04,7508.6
668,0.508226,2.99e-04,7520.2
669,0.294439,2.99e-04,7530.5
670,0.365236,2.99e-04,7541.9
671,0.461883,2.99e-04,7552.8
672,0.696673,2.99e-04,7563.7
673,0.285713,2.99e-04,7575.4
674,0.616250,2.99e-04,7586.2
675,0.522392,2.99e-04,7597.8
676,0.596199,2.99e-04,7609.0
677,0.674432,2.99e-04,7620.1
678,0.410585,2.99e-04,7631.0
679,0.404311,2.99e-04,7642.3
680,0.425150,2.99e-04,7653.4
681,0.652088,2.99e-04,7664.8
682,1.022210,2.99e-04,7676.1
