step,loss,learning_rate,elapsed_s
384,2.032629,1.86e-04,5664.1
385,1.972277,1.86e-04,5679.2
386,1.898503,1.85e-04,5694.2
387,2.027326,1.85e-04,5709.2
388,2.034821,1.85e-04,5724.1
389,1.980635,1.85e-04,5739.5
390,2.136566,1.85e-04,5754.7
391,2.061623,1.85e-04,5769.7
392,2.059059,1.85e-04,5784.8
393,1.990000,1.85e-04,5799.9
394,1.982206,1.84e-04,5815.0
395,2.167262,1.84e-04,5830.8
396,2.033754,1.84e-04,5846.7
397,2.100171,1.84e-04,5862.0
398,1.986302,1.84e-04,5877.3
399,2.006532,1.84e-04,5893.1
400,2.020259,1.84e-04,5908.9
401,2.125179,1.84e-04,5924.8
402,1.942394,1.83e-04,5940.0
403,2.083384,1.83e-04,5955.8
404,1.908938,1.83e-04,5971.4
405,1.950966,1.83e-04,5987.3
406,1.910540,1.83e-04,6002.3
407,1.870388,1.83e-04,6017.6
408,1.997902,1.83e-04,6033.0
409,2.105479,1.83e-04,6047.9
410,2.172366,1.82e-04,6063.0
411,2.059027,1.82e-04,6079.4
412,2.038799,1.82e-04,6095.4
413,2.058104,1.82e-04,6110.8
414,2.088013,1.82e-04,6126.2
415,1.908929,1.82e-04,6141.6
416,2.236476,1.82e-04,6157.1
417,2.052347,1.81e-04,6172.2
418,2.014943,1.81e-04,6187.2
419,1.965668,1.81e-04,6202.1
420,2.035186,1.81e-04,6217.1
421,1.892446,1.81e-04,6232.3
422,2.106188,1.81e-04,6247.3
423,1.890321,1.81e-04,6262.7
424,2.111462,1.80e-04,6279.8
425,2.058622,1.80e-04,6295.2
426,1.921034,1.80e-04,6310.5
427,1.940180,1.80e-04,6325.4
428,2.014588,1.80e-04,6340.9
429,1.998013,1.80e-04,6356.3
430,1.952145,1.80e-04,6371.2
431,2.115875,1.80e-04,6386.4
432,2.058635,1.79e-04,6402.2
433,2.059241,1.79e-04,6417.2
434,2.190819,1.79e-04,6432.4
435,2.071477,1.79e-04,6447.4
436,1.897706,1.79e-04,6463.1
437,1.974141,1.79e-04,6478.2
438,2.010439,1.79e-04,6493.6
439,1.968491,1.78e-04,6509.2
440,1.963406,1.78e-04,6524.5
441,2.081887,1.78e-04,6539.6
442,1.948168,1.78e-04,6555.4
443,2.025467,1.78e-04,6570.8
444,2.142685,1.78e-04,6585.9
445,2.408644,1.77e-04,6601.0
446,1.902370,1.77e-04,6615.8
447,1.963818,1.77e-04,6631.3
448,2.051448,1.77e-04,6647.0
449,1.955242,1.77e-04,6662.1
450,1.976864,1.77e-04,6677.0
451,2.002776,1.77e-04,6691.9
452,2.007994,1.76e-04,6706.9
453,1.957533,1.76e-04,6722.4
